@@@@@@@@@@@@@@@@@@@@, @@@@
ADVICE@LOWSTABILITY_REMINDER@TITLE, {LowStabCity.Name}の安定性が低下しています
ADVICE@MANAAMOUNT_REMINDER@DESCRIPTION, あなたの{GLOBAL.EmpireConcept.Hyperlink}が{GLOBAL.ManaConcept.Hyperlink}不足になりそうです。[br/][br/]{GLOBAL.UnitUpkeepConcept.Hyperlink}、直近に詠唱された<<m:{GLOBAL.SpellConcept.Hyperlink}>>または<<m:{GLOBAL.UnitEnchantmentConcept.Hyperlink}>>が、使用可能なマナの量に影響を与える可能性があります。[br/][br/] {GLOBAL.DomainConcept.Hyperlink}の拡大を行い、ターンごとに追加のマナを提供することができる<<m: {GLOBAL.ProvinceImprovementConcept.Hyperlink}>>または<<m: {GLOBAL.CityStructureConcept.Hyperlink}>>を<<m: {GLOBAL.CityConcept.Hyperlink}>>内で建設してみてください。
ADVICE@MANAAMOUNT_REMINDER@INSTRUCTION, 選択して王座の都市パネルを開く
ADVICE@MANAAMOUNT_REMINDER@TITLE, マナ不足
ADVICE@NEARBY_INFESTATION@DESCRIPTION, 感染が発生し、あなたの国境へ迫って来ています。今のところは奇襲軍団を送り込んでくるだけに留まる可能性がありますが、これがあなたの領地と重なると、パトロール隊が領域を炎上させていってしまいます。こういった感染による損害は広範囲に及ぶため、必ず対処しましょう。[br/] 感染はパトロール機を破壊することで遅らせることができますが、完全に終わらせたい場合は感染スポーナーを破壊しなければなりません。
ADVICE@NEARBY_INFESTATION@INSTRUCTION, 選択して感染を開く
ADVICE@NEARBY_INFESTATION@TITLE, 危険な感染
ADVICE@NEGOTIATION_REMINDER@DESCRIPTION, {GLOBAL.IndependentCityConcept.Hyperlink}が交渉可能となりました。 [br/][br/]交渉をすると、その都市からあなたに対する[allegiance/] [hyperlink,GLOBAL.HouseInfluenceConcept]忠義[/hyperlink]が向上します。自由都市があなたに対してより高い忠義を持つことになるため、あなたの帝国に恩恵をもたらす協定を結ぶことができるようになります。[br/][br/]{GLOBAL.DiplomaticTokenConcept.Hyperlink}を{VarHouse.Name}に与えて、交渉を開始しましょう。
ADVICE@NEGOTIATION_REMINDER@INSTRUCTION, 選択して自由都市を開く
ADVICE@NEGOTIATION_REMINDER@TITLE, 交渉可能な自由都市
ADVICE@NEWHERO_REMINDER@DESCRIPTION, ヒーローがあなたの帝国軍隊に参加したがっています！[br/][br/]ヒーローは強力なユニットであり、<<m: {GLOBAL.OutpostConcept.Hyperlink}>>を置いたり、あなたの<<m:{GLOBAL.ArmyConcept.Hyperlink}>>を戦闘で統率したりすることができます。また、ヒーローは{GLOBAL.GovernorConcept.Hyperlink}として、自分が割り当てられている都市に役立つボーナスを提供することができます。
ADVICE@NEWHERO_REMINDER@INSTRUCTION, 左クリックでヒーロー獲得パネルを開く
ADVICE@NEWHERO_REMINDER@TITLE, ヒーローがあなたの帝国に参入可能となりました！
ADVICE@NEWPROVINCE_REMINDER@DESCRIPTION, 新しい領域をテストする
ADVICE@NEWPROVINCE_REMINDER@INSTRUCTION, 指示テスト
ADVICE@NEWPROVINCE_REMINDER@TITLE, {CityNewProv.Name}が新しい領域を併合できるようになりました
ADVICE@NEWQUEST_REMINDER@TITLE, 新たなクエストがあります
ADVICE@NOGOVERNOR_REMINDER@DESCRIPTION, {GLOBAL.HeroConcept.Hyperlink}を{GLOBAL.GovernorConcept.Hyperlink}として、あなたの<<m: {GLOBAL.CityConcept.Hyperlink}>>の一つに割り当てることができます。[br/][br/] 総督はあなたの{GLOBAL.EmpireConcept.Hyperlink}や自分が割り当てられている都市に追加ボーナスや{GLOBAL.ResourceConcept.Hyperlink}収益を提供します。
ADVICE@NOGOVERNOR_REMINDER@INSTRUCTION, 左クリックで自分のヒーロー画面を開く
ADVICE@NOGOVERNOR_REMINDER@TITLE, ヒーローを総督として割り当てられるようになりました
ADVICE@RULERKILLED_REMINDER@DESCRIPTION, {RulerDead.Name}であるあなたの{GLOBAL.LeaderConcept.Hyperlink}が{GLOBAL.CombatConcept.Hyperlink}中に死亡しました。[br/][br/] あなたの支配者は{GLOBAL.EmpireConcept.Hyperlink}の中でも最も重要なユニットであり、戦闘内外で<<m:{GLOBAL.SpellConcept.Hyperlink}>>の詠唱を可能にする存在です。更に、支配者が死亡すると、あなたの{GLOBAL.ResearchConcept.Hyperlink}進行度も中断することになってしまいます。[br/][br/] 支配者が死亡している間にあなたの{GLOBAL.ThroneCityConcept.Hyperlink}が奪われてしまった場合はあなたの負けとなります。[br/][br/] あなたの支配者が王座の都市で蘇るまで、その支配者は3 <<m: {GLOBAL.TurnConcept.Hyperlink}>>の間、虚空にいることになります。
ADVICE@RULERKILLED_REMINDER@INSTRUCTION, 選択して{RulerDead.Name}の様子を見る
ADVICE@RULERKILLED_REMINDER@TITLE, {RulerDead.Name}が殺されました
ADVICE@RULERRES_REMINDER@DESCRIPTION, TEST
ADVICE@RULERRES_REMINDER@TITLE, 支配者が復活しました
ADVICE@SETTLECITY_REMINDER@DESCRIPTION, あなたの{GLOBAL.OutpostConcept.Hyperlink}の一つを{GLOBAL.CityConcept.Hyperlink}にアップグレードすることができるようになりました。[br/][br/] 該当の前哨基地を選択し、{GLOBAL.ImperiumConcept.Hyperlink}を使用して都市の設立を始めましょう。前哨基地を都市にアップグレードするには、3 <<m:{GLOBAL.TurnConcept.Hyperlink}>>を要します。
ADVICE@SETTLECITY_REMINDER@TITLE, 前哨基地を都市にアップグレードすることができるようになりました
ADVICE@SETTLEOUTPOST_REMINDER@DESCRIPTION, あなたの{GLOBAL.EmpireConcept.Hyperlink}を拡張する時がやって来ました。[br/][br/] 新しい<<m: {GLOBAL.CityConcept.Hyperlink}>>を作るには、先ず{GLOBAL.OutpostConcept.Hyperlink}を置く必要があります。[br/][br/] {GLOBAL.LeaderConcept.Hyperlink}または<<m: {GLOBAL.HeroConcept.Hyperlink}>>の一人を領域の中心に置き、{amount} {GLOBAL.GoldConcept.Hyperlink}を使用して最初の前哨基地を設置しましょう。前哨基地を設置するには{amount2} <<m: {GLOBAL.TurnConcept.Hyperlink}>>が必要です。
ADVICE@SETTLEOUTPOST_REMINDER@INSTRUCTION, 左クリックで自分の支配者画面を開く
ADVICE@SETTLEOUTPOST_REMINDER@TITLE, 帝国の拡大
AFFINITYCONTENT@ASTRAL_FINISHER_SPELL@DESCRIPTION, アストラルの時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.AstralConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の各ターンで、ランダムな敵が炎、稲妻、そして凍結の混合ダメージを{amount}受け、{amount2} {GLOBAL.PROPERTIES.SUNDERED_RESISTANCE.Hyperlink}と{amount3} {GLOBAL.PROPERTIES.STATUS_VULNERABILITY.Hyperlink}を受ける。[/bulletlist]
AFFINITYCONTENT@ASTRAL_FINISHER_SPELL@NAME, アストラルの時代
AFFINITYCONTENT@ASTRAL_FINISHER_SPELL@PROP_DESCRIPTION, 各ターンで、ランダムな敵が炎、稲妻、そして凍結の混合ダメージを{amount}受け、{amount2} {GLOBAL.PROPERTIES.SUNDERED_RESISTANCE.Hyperlink}と{amount3} {GLOBAL.PROPERTIES.STATUS_VULNERABILITY.Hyperlink}を受ける。
AFFINITYCONTENT@ASTRAL_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.AstralConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.ManaConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@ASTRAL_NODE_CONVERSION@NAME, ルーツノードを[arcana/]アストラルに変換する
AFFINITYCONTENT@CHAOS_FINISHER_SPELL@DESCRIPTION, カオスの時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.ChaosConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の各{GLOBAL.TurnConcept}で、ランダムな敵ユニットがランダムなタイプのダメージを{amount}受け、{chance}%の基本確率でランダムなマイナスのステータス効果を受ける。[/bulletlist]
AFFINITYCONTENT@CHAOS_FINISHER_SPELL@NAME, カオスの時代
AFFINITYCONTENT@CHAOS_FINISHER_SPELL@PROP_DESCRIPTION, 戦闘中の各{GLOBAL.TurnConcept}で、ランダムな敵ユニットがランダムな詠唱タイプのダメージを{amount}受け、{chance}%の基本確率でランダムなマイナスのステータス効果を受ける。
AFFINITYCONTENT@CHAOS_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.ChaosConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.UnitProductionConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@CHAOS_NODE_CONVERSION@NAME, ルーツノードを[chaos/]カオスに変換する。
AFFINITYCONTENT@MATERIUM_FINISHER_SPELL@DESCRIPTION, マテリアムの時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.MateriumConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の各ターンで、味方ユニットが{GLOBAL.PROPERTIES.BOLSTERED_DEFENSE.Hyperlink}と{GLOBAL.PROPERTIES.BOLSTERED_RESISTANCE.Hyperlink}を獲得する。{amount}～{amount2}回繰り返す。[/bulletlist]
AFFINITYCONTENT@MATERIUM_FINISHER_SPELL@NAME, マテリアムの時代
AFFINITYCONTENT@MATERIUM_FINISHER_SPELL@PROP_DESCRIPTION, 各ターンで、味方ユニットが{GLOBAL.PROPERTIES.BOLSTERED_DEFENSE.Hyperlink}と{GLOBAL.PROPERTIES.BOLSTERED_RESISTANCE.Hyperlink}を獲得する。{amount}～{amount2}回繰り返す。
AFFINITYCONTENT@MATERIUM_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.MateriumConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.StructureProductionConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@MATERIUM_NODE_CONVERSION@NAME, ルーツノードを[matter/]マテリアムに変換する。
AFFINITYCONTENT@NATURE_FINISHER_SPELL@DESCRIPTION, 自然の時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.NatureConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の{amount}ターンごとに、グレード{tierMin}～{tierMax}の自然ユニットが味方側に召喚される。[/bulletlist]
AFFINITYCONTENT@NATURE_FINISHER_SPELL@NAME, 自然の時代
AFFINITYCONTENT@NATURE_FINISHER_SPELL@PROP_DESCRIPTION, {amount}ターンごとに、グレード{tierMin}～{tierMax}の自然ユニットが味方側に召喚される。
AFFINITYCONTENT@NATURE_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.NatureConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.FoodConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@NATURE_NODE_CONVERSION@NAME, ルーツノードを[nature/]自然に変換する。
AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING, ルーツノードを変換すると、他の支配者に{GLOBAL.CasusBelliConcept.Hyperlink}が与えられる。
AFFINITYCONTENT@ORDER_FINISHER_SPELL@DESCRIPTION, 秩序の時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.OrderConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の各ターンで、ランダムな同盟が{amount}のランダムなプラスのステータス効果を獲得し、すべてのマイナスなステータス効果を失う。[/bulletlist]
AFFINITYCONTENT@ORDER_FINISHER_SPELL@NAME, 秩序の時代
AFFINITYCONTENT@ORDER_FINISHER_SPELL@PROP_DESCRIPTION, 各ターンで、ランダムな同盟が{amount}のランダムなプラスのステータス効果を獲得し、すべてのマイナスなステータス効果を失う。
AFFINITYCONTENT@ORDER_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.OrderConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.GoldConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@ORDER_NODE_CONVERSION@NAME, ルーツノードを[order/]秩序に変換する。
AFFINITYCONTENT@SHADOW_FINISHER_SPELL@DESCRIPTION, 影の時代を唱えて{GLOBAL.MagicVictoryConcept.Hyperlink}を達成する。詠唱中：[bulletlist][bullet/]あなたの{GLOBAL.ShadowConcept.Hyperlink} <<m:{GLOBAL.SpellConcept.Hyperlink}>>コストが-{discount}% {GLOBAL.ManaConcept.Hyperlink}、<<m: {GLOBAL.WorldMapCastingPointConcept.Hyperlink}>>、そして<<m: {GLOBAL.CombatCastingPointConcept.Hyperlink}>>になる。[bullet/]戦闘中の各ターンで、ランダムな死体が{GLOBAL.UNITS.DECAYING_ZOMBIE.Hyperlink}として、戦闘終了時まで復活する。[/bulletlist]
AFFINITYCONTENT@SHADOW_FINISHER_SPELL@NAME, 影の時代
AFFINITYCONTENT@SHADOW_FINISHER_SPELL@PROP_DESCRIPTION, 各ターンで、ランダムな死体が{GLOBAL.UNITS.DECAYING_ZOMBIE.Hyperlink}として、戦闘終了時まで復活する。
AFFINITYCONTENT@SHADOW_NODE_CONVERSION@DESCRIPTION, {GLOBAL.RootNodeConcept.Hyperlink}を{GLOBAL.ShadowConcept.Hyperlink}に変換する。これは{GLOBAL.MagicVictoryConcept.Hyperlink}の達成に役立ち、追加で+{resource}の{GLOBAL.KnowledgeConcept.Hyperlink}を提供する。{LOC.AFFINITYCONTENT@NODE_CONVERSION@CASUSBELLIWARNING}
AFFINITYCONTENT@SHADOW_NODE_CONVERSION@NAME, ルーツノードを[shadow/]シャドウに変換する
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_01@NAME, ネブーラ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_02@NAME, タニア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_03@NAME, エララ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_04@NAME, リア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_05@NAME, エイリン^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_06@NAME, ルナ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_07@NAME, アカリア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_08@NAME, イアンヌ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_09@NAME, ランダリア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_10@NAME, ステラ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_11@NAME, アルカナ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_12@NAME, アラクシア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_13@NAME, ユニーバ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_14@NAME, ミンナ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_15@NAME, イビス^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_16@NAME, オルガナ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_17@NAME, コンスタンス^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_18@NAME, アイセス^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_19@NAME, オラクル^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_20@NAME, ヴィーニス^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_21@NAME, ストラタ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_22@NAME, クラレア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_23@NAME, ジンニ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_24@NAME, ウザ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_25@NAME, サミャ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_26@NAME, アヌー^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_27@NAME, エンリル^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_28@NAME, イア^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_29@NAME, イヌルタ^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_30@NAME, イスタル^F
AFFINITY_ASTRAL@HERO_FEMALE_FIRSTNAME_31@NAME, セラルダ^F
AFFINITY_ASTRAL@HERO_FIRSTNAME_01@NAME, ニンバス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_02@NAME, マガス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_03@NAME, サロス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_04@NAME, アスリーン^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_05@NAME, サーヴォス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_06@NAME, ジャッダス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_07@NAME, アルテイル^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_08@NAME, ラスト^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_09@NAME, アイザル^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_10@NAME, シデリオス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_11@NAME, シーラス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_12@NAME, ストラトス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_13@NAME, アストララダー^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_14@NAME, シドス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_15@NAME, ネビュロス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_16@NAME, ルーモス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_17@NAME, トモス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_18@NAME, ギャラックス^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_19@NAME, コーメット^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_20@NAME, オース^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_21@NAME, イジアー^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_22@NAME, ニバース^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_23@NAME, ファルスター^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_24@NAME, プロフ^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_25@NAME, キャスター^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_26@NAME, オレイオン^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_27@NAME, コースモ^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_28@NAME, ケボ^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_29@NAME, マルデュ^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_30@NAME, アーガル^M
AFFINITY_ASTRAL@HERO_FIRSTNAME_31@NAME, シェイマス^M
AFFINITY_ASTRAL@HERO_SECONDNAME_01@NAME, ネビュラス^z
AFFINITY_ASTRAL@HERO_SECONDNAME_02@NAME, ブリリアント^z
AFFINITY_ASTRAL@HERO_SECONDNAME_03@NAME, アーキビスト^z
AFFINITY_ASTRAL@HERO_SECONDNAME_04@NAME, スターキーパー^z
AFFINITY_ASTRAL@HERO_SECONDNAME_05@NAME, プロフィト^z
